session_id,timestamp,velocity,acceleration,echo_index,echo_amplitude,echo_width,Peak Frequency,Spectral Centroid,Trend_5,Mean_5,Centroid_Trend_5,Trend_10,Mean_10,Centroid_Trend_10,Trend_25,Mean_25,Centroid_Trend_25,Trend_50,Mean_50,Centroid_Trend_50,calc_dist_m,ttc,label
cardboard,480875.0625,-1.113847417570254,-0.2398058166654387,31518.0,152.75279999999998,16.0,40781.25,237894.131126425,26873.0,7293.8,100858.43182577188,12397.0,8825.1,-2821.3543512781325,0.0,12447.333333333334,0.0,0.0,12447.333333333334,0.0,2.767532544,,not_towards
cardboard,481036.3125,-0.3205193100447214,0.1211483853515821,16429.0,310.18784,14.0,40312.5,258132.1627124814,16210.0,9650.6,144787.82524712535,7208.0,8555.9,118839.03971497822,0.0,12656.894736842103,0.0,0.0,12656.894736842103,0.0,1.442597632,,not_towards
cardboard,481231.15625,0.2962914242847858,0.3686716608763399,15725.0,378.83844,5.0,40898.4375,259987.15231321807,15704.0,12751.8,122763.77200557452,6698.0,9206.3,113448.1819989012,0.0,12810.3,0.0,0.0,12810.3,0.0,1.3807808,,not_towards
cardboard,481454.5625,0.6940758070387554,0.4942021233151212,16359.0,275.49304,13.0,40625.0,268880.44198956137,16293.0,16019.4,71758.68274219008,8524.0,9939.5,122718.81908495238,0.0,12979.285714285714,0.0,0.0,12979.285714285714,0.0,1.436451072,,not_towards
cardboard,481854.3125,0.991857428294132,0.5305326052431794,18276.0,352.964,1.0,40742.1875,249748.37836932827,-13242.0,19661.4,11854.24724290328,11698.0,10983.6,111027.505398676,0.0,13220.045454545454,0.0,0.0,13220.045454545454,0.0,1.604779008,,not_towards
cardboard,481903.90625,1.1203313463586584,0.5671912649168849,19312.0,382.529,2.0,250781.25,307926.99223297264,2883.0,17220.2,49794.82952049124,14667.0,12257.0,170891.2929323195,0.0,13484.91304347826,0.0,0.0,13484.91304347826,0.0,1.695748096,,not_towards
cardboard,482066.625,1.1678422470603238,0.5515712145355397,18289.0,353.2032,3.0,40664.0625,255106.6680637451,2564.0,17592.2,-4880.484249472967,18070.0,13621.4,141762.33059838903,0.0,13685.083333333334,0.0,0.0,13685.083333333334,0.0,1.605920512,,not_towards
cardboard,482293.125,0.9891892233474224,0.449718866741252,10203.0,281.5391,6.0,40546.875,188983.86602044184,-6156.0,16487.8,-79896.57596911953,10182.0,14619.8,51760.48571279828,-6320.0,13545.8,-87137.36938684873,0.0,13545.8,0.0,0.895905024,,not_towards
cardboard,482485.8125,0.8124377214919329,0.3641555697274757,9520.0,373.47028,15.0,40585.9375,136956.56827093515,-8756.0,15120.0,-112791.81009839312,9454.0,15569.7,-60165.19097643613,-7989.0,13265.68,-160807.28238514462,0.0,13390.96153846154,0.0,0.83593216,,not_towards
cardboard,482685.0,0.6642206632300237,0.29468556744364,9160.0,319.94172000000003,18.0,40898.4375,146018.22644225924,-10152.0,13296.8,-161908.7657907134,-22358.0,16479.1,-91875.90468416575,-7769.0,12931.72,-112314.30934286276,0.0,13234.25925925926,0.0,0.80432128,,not_towards
cardboard,482885.65625,0.5348991054531947,0.2371435654658313,8560.0,410.54122,17.0,40859.375,137989.15106118837,-9729.0,11146.4,-117117.51700255672,-7869.0,14183.3,-120143.01165129304,-9760.0,12596.96,-142107.81554284767,0.0,13067.32142857143,0.0,0.7516364799999999,,not_towards
cardboard,483086.03125,0.4127867539971507,0.1867889222705429,7465.0,384.18432,12.0,40664.0625,136740.27697972136,-2738.0,8981.6,-52243.589040720486,-8260.0,13286.9,-123246.87533349672,-9426.0,12162.76,-118363.18166756329,0.0,12874.137931034482,0.0,0.65548672,,not_towards
cardboard,483320.84375,0.282362969931629,0.1366429964117833,5564.0,463.29086,16.0,40585.9375,126305.62990187504,-3956.0,8053.8,-10650.93836906011,-10795.0,12270.8,-142574.81208768632,-12764.0,11709.68,-168051.92601046478,0.0,12630.466666666667,0.0,0.488563712,,not_towards
cardboard,483485.3125,0.1561242128226674,0.0946860870872936,3902.0,481.28744,17.0,40664.0625,131422.03131765913,-5258.0,6930.2,-14596.195124600112,-14374.0,11025.1,-118326.34705166916,-10588.0,11132.64,-155413.90817978972,0.0,12348.90322580645,0.0,0.342626816,,not_towards
cardboard,483682.3125,0.0408697709111947,0.0576808120258979,2303.0,603.47156,16.0,40546.875,120021.81420529923,-6257.0,5558.8,-17967.336855889138,-17009.0,9427.8,-187905.1780276734,-14508.0,10645.16,-126579.07994132576,0.0,12034.96875,0.0,0.202221824,,not_towards
cardboard,483874.875,-0.0494712292630991,0.030146289238936,2009.0,583.84078,16.0,40781.25,129573.37890631105,-5456.0,4248.6,-7166.898073410324,-16280.0,7697.5,-125533.28915743408,-17112.0,10053.08,-111142.1065713921,0.0,11731.151515151516,0.0,0.176406272,,not_towards
cardboard,484066.21875,0.0748873583161016,0.0618339926505893,2467.0,421.09672,15.0,39960.9375,164519.8088370748,-3097.0,3249.0,38214.17893519974,-7736.0,6115.3,-24464.057183367055,-6754.0,9386.92,25226.68583957161,0.0,11458.676470588236,0.0,0.216622336,,not_towards
