label,timestamp,velocity,acceleration,echo_index,echo_amplitude,echo_width,Peak Frequency,Spectral Centroid,Trend_5,Mean_5,Centroid_Trend_5,Trend_10,Mean_10,Centroid_Trend_10,Trend_25,Mean_25,Centroid_Trend_25,Trend_50,Mean_50,Centroid_Trend_50
metal_plate,1644940.75,-0.6647787090695859,-0.39430020509159824,12808.0,801.2911,15.0,40664.0625,112127.25632618838,-5917.0,16128.6,-5491.13191406276,-6673.0,17775.7,-25045.84326007495,0.0,17926.545454545456,0.0,0.0,17926.545454545456,0.0
metal_plate,1645132.875,-0.8141793121148705,-0.4443664648035943,10867.0,705.52438,17.0,40664.0625,111646.67372982048,-6945.0,14557.0,-4214.697162067023,-8650.0,16914.3,-3194.982113903796,0.0,17338.25,0.0,0.0,17338.25,0.0
metal_plate,1645571.0,-1.0790869309736897,-0.4847509940661964,5828.0,700.99204,15.0,40859.375,114498.00747765979,-10556.0,12160.2,-12801.794137069155,-13683.0,15545.4,-19280.34566778416,0.0,16452.846153846152,0.0,0.0,16452.846153846152,0.0
metal_plate,1645617.875,-1.1138434592890796,-0.4915857994533282,5403.0,801.93526,17.0,41132.8125,107314.72554568092,-9511.0,9964.0,1366.3365271199727,-13974.0,14134.6,-15842.053024812805,0.0,15663.57142857143,0.0,0.0,15663.57142857143,0.0
metal_plate,1645810.75,-1.192236161740919,-0.48263331851336505,3315.0,958.08938,17.0,40820.3125,102170.148805226,-9493.0,7644.2,-9957.107520962381,-15913.0,12528.4,-39935.63611760043,0.0,14840.333333333334,0.0,0.0,14840.333333333334,0.0
metal_plate,1646002.125,-1.2476283375706343,-0.4633628070222965,1380.0,1090.78974,18.0,40976.5625,95457.89773429067,-9487.0,5358.6,-16188.77599552981,-17345.0,10743.6,-22160.490505960464,0.0,13999.0625,0.0,0.0,13999.0625,0.0
metal_plate,1646191.75,-1.2747578489847693,-0.4331412008808692,49.0,1426.76364,2.0,41132.8125,103769.39486699081,-5779.0,3195.0,-10728.612610668977,-17763.0,8876.0,-12091.976024896692,0.0,13178.470588235294,0.0,0.0,13178.470588235294,0.0
metal_plate,1646411.625,-1.2681318721553865,-0.38521429985023825,1071.0,338.14214,17.0,40664.0625,185545.83833848548,-4332.0,2243.6,78231.11279280456,-15313.0,7201.9,58246.03672375654,0.0,12505.833333333334,0.0,0.0,12505.833333333334,0.0
metal_plate,1646807.875,-1.1457956092941242,-0.26942658835756494,50.0,293.54554,18.0,40390.625,187952.11426234845,-3265.0,1173.0,85781.96545712245,-14864.0,5568.5,82003.7252437875,0.0,11850.263157894737,0.0,0.0,11850.263157894737,0.0
metal_plate,1646850.75,-1.0405199943094916,-0.22072859629882757,31.0,330.26204,20.0,41015.625,177987.02028199274,-1349.0,516.2,82529.12254770206,-12777.0,4080.2,65859.76395580436,0.0,11259.3,0.0,0.0,11259.3,0.0
metal_plate,1647044.375,-0.9478047799174216,-0.16644389726143757,3411.0,245.88242,16.0,40117.1875,201739.05887071573,3362.0,922.4,97969.66400372492,-7456.0,3140.5,90092.38514089525,0.0,10885.57142857143,0.0,0.0,10885.57142857143,0.0
metal_plate,1647442.375,-0.15260414009659373,0.14910367507125563,15350.0,389.6124,12.0,41171.875,157016.42602516958,14279.0,3982.6,-28529.4123133159,9522.0,3588.8,42518.41854750979,0.0,11088.5,0.0,0.0,11088.5,0.0
metal_plate,1647486.25,0.23289914031064124,0.2867115151085219,16355.0,349.15188,16.0,40781.25,175468.858170081,16305.0,7039.4,-12483.25609226746,10952.0,4641.5,68154.13262440007,0.0,11317.478260869566,0.0,0.0,11317.478260869566,0.0
metal_plate,1647680.0,0.6454103779090418,0.4120719870787203,18199.0,343.09916,13.0,40976.5625,271656.9557191423,18168.0,10669.2,93669.93543714954,14884.0,5921.1,169486.80691391628,0.0,11604.208333333334,0.0,0.0,11604.208333333334,0.0
metal_plate,1647880.125,0.7827301536589673,0.4306931476524547,14539.0,214.12014,8.0,40468.75,220981.6708778771,11128.0,13570.8,19242.61200716137,13159.0,7043.5,125523.77314358643,-4896.0,11721.6,70559.68113275804,0.0,11721.6,0.0
metal_plate,1648100.0,0.8469624605139461,0.42072397846331766,13468.0,333.7958,17.0,40664.0625,148361.69472449843,-1882.0,15582.2,-8654.731300671148,13419.0,8252.3,44592.29985750762,-6013.0,11482.92,11188.595138235105,0.0,11788.76923076923,0.0
metal_plate,1648300.5,0.8459066241496542,0.3936613825595739,12090.0,443.21826,15.0,40703.125,136052.4459408999,-4265.0,14930.2,-39416.41222918109,11019.0,9456.4,-49493.39239758559,-7427.0,11187.28,21210.790097175617,0.0,11799.925925925925,0.0
metal_plate,1648499.75,0.8001465454704061,0.3554744692361538,10463.0,386.5222,15.0,40703.125,133458.99443353183,-7736.0,13751.8,-138197.96128561045,10413.0,10395.6,-54493.11982881662,-9048.0,10825.12,-319.3587119121221,0.0,11752.17857142857,0.0
metal_plate,1648900.0,0.6919461307719048,0.283096803116781,6900.0,655.54832,17.0,40742.1875,113594.00968002506,-7639.0,11492.0,-107387.66119785204,6869.0,11080.6,-64393.010601967675,-12477.0,10320.68,-9562.768890468666,0.0,11584.862068965518,0.0
metal_plate,1648944.75,0.5617356870555591,0.24205498461235658,6376.0,639.14852,16.0,40781.25,105500.5290118462,-7092.0,9859.4,-42861.16571265223,2965.0,11715.1,-96238.52985886953,-12852.0,9800.64,-36605.255910980224,0.0,11411.233333333334,0.0
metal_plate,1649140.375,0.46416866555676783,0.20130031641739693,4712.0,752.97462,16.0,40937.5,112957.1850133694,-7378.0,8108.2,-23095.2609275305,-10638.0,11845.2,-44059.241011800186,-14013.0,9220.0,-4661.203226881742,0.0,11195.129032258064,0.0
metal_plate,1649339.125,0.36101481461327195,0.1618209070652872,3079.0,778.8504800000001,15.0,41054.6875,110992.65286435865,-7384.0,6306.0,-22466.34156917318,-13276.0,10618.1,-64476.20530572234,-14733.0,8594.16,-4868.718027528856,0.0,10941.5,0.0
metal_plate,1649535.875,0.2573592219825308,0.1251025511839728,1566.0,1021.87358,17.0,40898.4375,102370.9843468151,-5334.0,4526.6,-11223.025333209967,-16633.0,9139.2,-169285.97137232719,-14818.0,7944.32,-24928.81726791385,0.0,10657.39393939394,0.0
metal_plate,1649974.625,0.12977922521426807,0.07770864592101434,42.0,750.69038,2.0,41210.9375,127902.46920029366,-6334.0,3155.0,22401.940188447465,-14497.0,7323.5,-93079.20167758343,-14872.0,7290.64,21954.080181732716,0.0,10345.176470588236,0.0
metal_plate,1650017.0,0.02849182606478562,0.05063372512573161,36.0,466.57212,2.0,41015.625,148589.76280497332,-4676.0,1887.0,35632.57779160392,-13432.0,5873.2,228.06808047488448,-12772.0,6695.52,36462.50647878494,0.0,10050.628571428571,0.0
metal_plate,1650178.875,-0.04343587055641335,0.030051871309847593,36.0,358.57688,18.0,40898.4375,172620.1402249215,-3043.0,951.8,61627.48736056284,-12054.0,4530.0,36567.69428402159,-10831.0,6184.64,60973.466495101005,0.0,9772.444444444445,0.0
metal_plate,1650413.375,-0.10386480536084833,0.01288255364976099,705.0,588.97978,16.0,41093.75,146052.99124649088,-861.0,477.0,43682.00689967579,-9758.0,3391.5,12593.996812959056,-5123.0,5778.16,31554.983768831094,0.0,9527.378378378378,0.0
metal_plate,1650602.125,0.10605798039823609,0.06534711102414922,14878.0,352.61904,4.0,40585.9375,296076.05022164935,14836.0,3139.4,168173.5810213557,7978.0,3833.0,182482.0405416243,9475.0,6140.16,188761.32467596844,0.0,9668.184210526315,0.0
metal_plate,1650795.75,0.2586477040060011,0.10056878744329978,18784.0,354.22486000000004,7.0,41015.625,212627.30547312993,18748.0,6887.8,64037.54266815662,12408.0,5021.4,107126.77646128373,15469.0,6675.4,110457.15666790394,0.0,9901.923076923076,0.0
metal_plate,1651019.25,0.37485275404510066,0.12406135423769318,16805.0,303.18989999999997,11.0,40742.1875,222283.94537353274,16769.0,10241.6,49663.80514861125,12093.0,6064.3,109326.76036016335,15425.0,7215.0,126826.04763924207,0.0,10074.5,0.0
metal_plate,1651209.25,0.46062808877428085,0.1396152444641406,16438.0,265.0171,4.0,40937.5,248561.31949134677,15733.0,13522.0,102508.32824485589,13359.0,7236.9,137568.66662698812,16389.0,7817.32,144791.92462435598,0.0,10229.707317073171,0.0
metal_plate,1651409.375,0.5355793025053156,0.1513570047285523,16426.0,301.39588000000003,5.0,40898.4375,257069.59427933118,1548.0,16666.2,-39006.45594231816,14860.0,8571.6,154698.6099325161,15355.0,8472.4,71523.7559408457,0.0,10377.238095238095,0.0
metal_plate,1651609.375,0.5916779441236264,0.15780688229468093,16333.0,369.80899999999997,6.0,41015.625,227784.6691781631,-2451.0,16957.2,15157.363705033174,16291.0,10048.3,99882.19997786944,16283.0,9082.88,39832.55491581466,0.0,10515.744186046511,0.0
metal_plate,1652019.25,0.6565530631748525,0.15785496405426117,13812.0,330.49512,16.0,40742.1875,285277.023231389,-2993.0,15962.8,62993.07785785626,13776.0,11425.3,136687.26042641568,13781.0,9633.36,107290.00294939626,0.0,10590.65909090909,0.0
metal_plate,1652066.875,0.592268873944751,0.1400674600545225,12196.0,212.08754,4.0,40507.8125,205582.00007124754,-4242.0,15041.0,-42979.31942009923,12160.0,12641.3,32961.85984632606,8785.0,10119.96,3842.9412005318154,0.0,10626.333333333334,0.0
metal_plate,1652259.625,0.5323683781400247,0.11847819533271053,11714.0,386.21684,14.0,40898.4375,131151.01500725228,-4712.0,14096.2,-125918.5792720789,11009.0,13809.1,-14901.976239238604,-3636.0,10452.08,-25865.4110179173,0.0,10649.978260869566,0.0
metal_plate,1652456.75,0.455983510843436,0.0936149535573948,9820.0,604.49794,16.0,40937.5,115995.9199013266,-6513.0,12775.0,-111788.7492768365,-5058.0,14720.6,-180080.13032032276,-6535.0,10230.88,-59472.938268754384,0.0,10632.31914893617,0.0
metal_plate,1652648.75,0.36603098892125085,0.06661593358088642,7799.0,622.0638,16.0,40898.4375,118603.08381516201,-6013.0,11068.2,-166673.939416227,-10985.0,14012.7,-94024.22165796792,-10400.0,9888.64,-153053.87190398027,0.0,10573.291666666666,0.0
metal_plate,1652848.25,0.2644914111627486,0.037785597020970896,5637.0,711.62762,16.0,40781.25,112404.92175230721,-6559.0,9433.2,-93177.07831894033,-11168.0,12698.0,-109879.02362122553,-8902.0,9386.16,-108576.74912556988,0.0,10472.551020408164,0.0
metal_plate,1653047.875,0.1540153444144552,0.00805546149078899,3508.0,796.58276,16.0,40664.0625,109592.58743977906,-8206.0,7695.6,-21558.42756747322,-12930.0,11368.3,-138968.7320515677,-9960.0,8944.92,-38769.10728471937,-15927.0,10333.26,-40829.40230534
metal_plate,1653245.125,0.03787313192877202,-0.02169211775678093,1536.0,1041.9036,17.0,40976.5625,105366.5682088385,-8284.0,5660.0,-10629.351692488111,-14890.0,9878.1,-151703.0260704927,-10554.0,8467.64,-30685.877732061403,-17945.0,9975.28,-31806.531377424835
metal_plate,1653465.75,-0.08315719434805902,-0.05113634174103994,31.0,1283.3807,2.0,40898.4375,115158.63917999502,-7768.0,3702.2,-3444.4446351669903,-16302.0,8238.6,-112626.02999816809,-10432.0,7985.28,-18300.355253536807,-19486.0,9586.28,316.98333627074317
metal_plate,1653656.625,-0.19843622953176573,-0.07791079697216086,697.0,326.20853999999997,16.0,40781.25,189826.85730840333,-4940.0,2281.8,77421.93555609611,-13115.0,6675.0,-95450.16592298567,-6203.0,7594.64,76232.84762837827,-18814.0,9209.88,56048.504162959376
metal_plate,1653876.0,-0.30547131044376796,-0.10076758413584755,49.0,242.70222,19.0,40781.25,203322.1569581167,-3459.0,1164.2,93729.56951833765,-12147.0,5298.7,-2259.8431131308316,-6327.0,7320.6,97821.62794627051,-19328.0,8820.64,80165.37838762299
metal_plate,1654065.875,-0.3902886273505854,-0.11747797029446504,60.0,167.68815999999998,17.0,41015.625,236943.34096975948,-1476.0,474.6,131576.77276092098,-11654.0,4085.1,105792.3259625072,-4652.0,7067.96,123986.15595639008,-19168.0,8434.3,94837.55604693305
metal_plate,1654255.75,-0.26223508797591044,-0.07917012646542367,9945.0,428.55052,15.0,41015.625,179872.62419929978,9914.0,2156.4,64713.98501930476,125.0,3908.2,63876.70429797318,6866.0,7277.28,68879.97133494113,-8780.0,8248.64,62254.235959048645
metal_plate,1654476.875,-0.10679579368231046,-0.03506137198941522,13771.0,345.7856,16.0,40937.5,280591.80931146163,13074.0,4904.4,90764.95200305831,5972.0,4303.3,161988.72549629962,12205.0,7704.96,178220.82496464654,-4041.0,8149.56,164730.43841957411
metal_plate,1654669.125,0.019538858744808457,-0.0011008912733638937,13001.0,427.7374,16.0,40507.8125,281864.68740023,12952.0,7365.2,78542.53044211326,7364.0,4823.5,169459.76564792276,12959.0,8162.36,153962.21819993632,-3383.0,8053.34,154564.88578550104
metal_plate,1654867.0,0.04212939175084071,0.004724196588383043,12095.0,386.42134,17.0,40585.9375,139849.65362027317,12035.0,9774.4,-97093.68734948631,8587.0,5469.3,30257.066180494105,12059.0,8644.48,-8740.109184700152,-2819.0,7967.56,33901.26460171222
metal_plate,1655065.25,0.05232372791318768,0.007090260547172135,11294.0,599.36508,16.0,40703.125,120609.08571828989,1349.0,12021.2,-59263.53848100989,9758.0,6247.9,15242.517509451398,11258.0,9094.8,-52011.0545066316,-1514.0,7895.16,8481.829392101514
metal_plate,1655257.375,0.0536859502961829,0.0070902621010911614,10700.0,640.03822,18.0,40976.5625,113676.96483189943,-3071.0,12172.2,-166914.8444795622,10669.0,7164.3,-1481.674348095592,9995.0,9521.36,-32376.026414591455,-167.0,7853.0,2030.291102078947
metal_plate,1655455.5,0.04587920213426819,0.004732339569117401,9837.0,672.8074799999999,16.0,40546.875,115575.74644506344,-3164.0,11385.4,-166288.94095516653,9140.0,8144.9,-74251.11086333988,-5041.0,9886.64,-180500.3037765859,4009.0,7832.4,1077.738967403653
