label,timestamp,velocity,acceleration,echo_index,echo_amplitude,echo_width,Peak Frequency,Spectral Centroid,Trend_5,Mean_5,Centroid_Trend_5,Trend_10,Mean_10,Centroid_Trend_10,Trend_25,Mean_25,Centroid_Trend_25,Trend_50,Mean_50,Centroid_Trend_50
cardboard,487793.65625,-0.15212605776633426,-0.038534726802366505,16325.0,247.41814,2.0,40664.0625,255793.03268967452,16301.0,6861.4,153080.78166302713,7047.0,6702.0,101120.99081079688,7765.0,9127.32,117803.88162848615,-604.0,11029.52,-2539.503095447464
cardboard,487984.28125,-0.04679597217037004,-0.00992137820538401,16547.0,292.10734,10.0,40898.4375,256658.3272344938,16504.0,10166.0,25126.138341252867,7790.0,7428.9,108850.92157381095,9082.0,9446.8,119918.05025477245,-1773.0,11021.88,-23438.639369542245
cardboard,488222.09375,0.04902995428846274,0.01504760594437118,16913.0,325.60158,12.0,40937.5,288617.3813125516,15829.0,13540.0,75564.81586449646,9540.0,8244.5,135293.57407033574,11349.0,9824.72,162311.75141067657,22.0,10993.74,33513.92266526699
cardboard,488664.90625,0.14473123820549763,0.037452650809666116,16433.0,349.65998,3.0,40742.1875,274452.498862865,-398.0,16609.8,-2492.257776798564,11229.0,9150.5,142609.9043740367,12531.0,10259.48,143030.46754520584,-1895.0,10984.58,-19905.057049474854
cardboard,488707.71875,0.2412683962402298,0.0613252914166164,16464.0,342.02382,2.0,40742.1875,250655.22860736708,139.0,16536.4,-5137.804082307441,14363.0,10276.5,112369.27675455896,14161.0,10761.96,130633.41440206785,1974.0,10947.3,-36180.71089008177
cardboard,488872.65625,0.274988137292288,0.06727071876821757,16331.0,340.88706,3.0,40820.3125,243500.13413898222,-216.0,16537.6,-13158.193095511582,16307.0,11699.5,140787.88311233482,14322.0,11323.08,113926.75523267119,-480.0,10984.12,-3100.7600076427625
cardboard,489092.96875,0.21936608161166,0.04948726989039552,10766.0,271.67665999999997,17.0,40703.125,181599.25268974036,-6147.0,15381.4,-107018.12862281126,10723.0,12773.7,-49932.936203500576,8299.0,11673.36,17079.443852665572,-8355.0,10863.22,-59116.23278796277
cardboard,489290.46875,0.15886297203917232,0.03171777648094404,9916.0,297.78355999999997,15.0,40703.125,156526.95256459687,-6517.0,13982.0,-117925.5462982681,8832.0,13761.0,-56525.61288345829,-6524.0,11971.32,-115900.6056914781,695.0,10679.12,17233.829567093693
cardboard,489483.4375,0.10001350544928207,0.015262962670896881,9327.0,343.99824,15.0,40390.625,140846.53702366233,-7137.0,12560.8,-109808.69158370476,-7504.0,14585.3,-136098.2196160012,-7990.0,11686.8,-124923.87537765919,300.0,10681.24,-5692.433290654531
cardboard,489891.4375,0.008762651533285593,-0.009275404078125028,6664.0,390.26098,15.0,40859.375,134523.40804863555,-9667.0,10600.8,-108976.72609034667,-9661.0,13568.6,-121269.62464103897,-10901.0,11260.68,-111062.25673593633,-1171.0,10633.98,-11638.214855973434
cardboard,489933.625,-0.05802987513119346,-0.02598546006892991,6200.0,431.8817,14.0,40742.1875,126755.66787481295,-4566.0,8574.6,-54843.58481492741,-10347.0,12556.1,-129902.65935968085,-10120.0,10806.08,-139258.45563600218,-378.0,10601.28,-11965.205095839323
cardboard,490310.34375,-0.15277814121830882,-0.04729521954696014,3758.0,456.0201,16.0,40507.8125,133400.66400293933,-6158.0,7173.0,-23126.288561657537,-13155.0,11277.2,-155216.7173096123,-13576.0,10303.6,-146229.79805291226,-887.0,10544.88,-3635.0352977137954
cardboard,490354.03125,-0.20971811568685866,-0.06105876272308208,3677.0,397.54215999999997,17.0,40820.3125,141805.6155410646,-5650.0,5925.2,959.0785174022603,-12756.0,9953.6,-132646.8833218004,-12571.0,9757.32,-142485.4073368943,3458.0,10525.52,28461.278075708527
cardboard,490550.8125,-0.11328508168588841,-0.033763363793119,12819.0,344.60368,17.0,40664.0625,246165.20844109383,6155.0,6623.6,111641.80039245827,-3645.0,9592.2,-4490.020166273258,-4536.0,9620.16,-22948.096215900412,12798.0,10777.52,108941.82813345027
cardboard,490742.15625,-0.02579794742444766,-0.010044828899408834,16381.0,317.93282,7.0,41250.0,257255.73364643287,10181.0,8567.0,130500.06577161992,50.0,9583.9,13755.59950745065,6067.0,9581.2,92993.93913446699,16315.0,11104.72,60133.97439906158
cardboard,490979.90625,0.07334950305848151,0.015646083058521033,16068.0,396.08326,4.0,250507.8125,289332.6381525351,12310.0,10540.6,155931.97414959574,5302.0,9557.6,107733.38546279471,6790.0,9811.36,134660.59627365743,-15450.0,11424.76,51438.50702611008
cardboard,491346.0,0.14296690766228823,0.03173057110903044,13564.0,372.31468,2.0,40898.4375,250841.48942550275,9887.0,12501.8,109035.87388443816,3648.0,9837.4,94314.53686090588,4807.0,9982.8,103034.0837648199,-2865.0,11065.68,-7290.67328697865
cardboard,491391.84375,0.18764061575030053,0.0426093205105199,17335.0,278.56298,2.0,40664.0625,284570.6466979378,4516.0,15233.4,38405.438256843976,8008.0,10579.3,143724.10967427547,9962.0,10325.92,131246.83945572193,1610.0,11083.8,24583.49438471973
cardboard,491583.3125,0.21203307047342307,0.04670712999061074,14978.0,278.48166000000003,11.0,40898.4375,257357.95847788436,-1403.0,15665.2,102.22483145148726,8314.0,11144.4,122834.5504292488,9774.0,10630.12,125515.36398905609,-1381.0,11068.86,-11522.483511677012
cardboard,491795.5,0.27123694077691957,0.05918034200235877,16292.0,441.04214,2.0,250351.5625,274977.1127183724,224.0,15647.4,-14355.5254341627,10092.0,12107.2,148221.4448435594,14191.0,11073.64,136691.16086556425,-1984.0,11067.52,25228.734349044098
cardboard,491992.6875,0.2969577399125992,0.06274213213581058,17296.0,376.39752,5.0,41250.0,269739.10530259134,3732.0,15893.0,18897.615877088596,13538.0,13216.8,136338.441299652,17272.0,11681.44,167026.85427594394,-2016.0,11047.92,-38187.8869303813
cardboard,492189.96875,0.3057089817303848,0.06182134421106064,10392.0,311.14798,13.0,40898.4375,260887.84071764772,-6943.0,15258.6,-23682.805980290083,6715.0,13880.2,119082.22517658313,10349.0,12096.16,29355.651824406785,-7897.0,10869.52,5781.172653902613
cardboard,492382.03125,0.2086026479540971,0.03410834916366477,9605.0,297.82378,16.0,40781.25,162552.58140189727,-5373.0,13712.6,-94805.37707598708,-3214.0,14473.0,-83612.62703919655,8521.0,12478.64,-50499.984046157886,-598.0,10695.84,-26431.284618544567
cardboard,492573.8125,0.11916916433528486,0.009663176401067595,9186.0,325.43762,17.0,40625.0,142189.42959552517,-7106.0,12554.2,-132787.6831228472,-7195.0,14109.7,-115066.3040509077,-7645.0,12802.72,-134755.32704413836,-334.0,10675.5,5232.86132459002
cardboard,492770.6875,0.025891734867402427,-0.014616690880792784,7598.0,324.35712,16.0,40546.875,148596.66452499476,-9698.0,10815.4,-121142.44077759658,-8470.0,13231.4,-140735.9736275403,-8727.0,12433.4,-107196.36816467976,-1562.0,10637.06,2578.43808273552
cardboard,492970.53125,-0.07795262530300032,-0.040394299230778544,5174.0,592.93316,16.0,41015.625,115648.39300554305,-5218.0,8391.0,-145239.44771210465,-8390.0,12142.0,-135193.09641995968,-11373.0,11987.36,-141009.93422895076,-3386.0,10557.34,-22340.758055645318
cardboard,493191.34375,-0.19482475310553582,-0.06798204069557766,2436.0,544.95162,16.0,40976.5625,130345.62037733382,-7169.0,6799.8,-32206.961024563454,-14899.0,11029.2,-154225.02632060397,-14477.0,11422.92,-158271.76093521778,-5029.0,10434.86,-6394.656602387535
cardboard,493626.71875,-0.3314391142111569,-0.0950410392618539,1175.0,757.85498,17.0,40820.3125,115777.97210239299,-8011.0,5113.8,-26411.457493132184,-13803.0,9413.2,-141579.98637549137,-15258.0,10793.4,-158674.52676047198,-4389.0,10309.06,-10527.657799482055
cardboard,493671.84375,-0.3963557967099438,-0.11035919325311944,1384.0,299.52618,15.0,40859.375,181877.52116270794,-6214.0,3553.4,33280.85663771318,-14908.0,8053.8,-93099.59155566443,-15080.0,10191.44,-68777.70744465914,-2518.0,10225.46,50455.48984504881
cardboard,493839.375,-0.27352406167397114,-0.07460864159257993,17318.0,358.03552,2.0,40859.375,287838.85454407544,12144.0,5497.4,172190.4615385324,22.0,8156.4,18099.749241484096,987.0,10225.6,44338.72040509322,15015.0,10493.78,167817.0403387762
cardboard,494270.75,-0.15977374506600078,-0.03792889379411344,17519.0,343.6397,5.0,40898.4375,241622.27864147484,15083.0,7966.4,111276.65826414102,7127.0,8178.7,-19265.56207617288,6753.0,10273.12,60023.02595173448,15510.0,10798.1,112048.89973516381
cardboard,494315.46875,-0.032124461744432675,-0.005431712331408184,20086.0,460.55922,1.0,250546.875,292784.908506511,18911.0,11496.4,177006.93640411802,10481.0,9148.1,130232.32710461374,10170.0,10645.92,136257.95594191414,17619.0,11159.64,128265.09966943623
cardboard,494510.09375,0.03512035486468888,0.011765848449928895,16375.0,349.11472000000003,13.0,40859.375,276405.6654750816,14991.0,14536.4,94528.14431237365,7189.0,9825.1,134216.23587955642,7048.0,10904.28,135559.12845141927,-65.0,11437.8,3978.1072190066334
cardboard,494709.0,0.1127771956011862,0.03077209841649505,19341.0,476.7041,2.0,40429.6875,279006.30357308895,2023.0,18127.8,-8832.550970986485,11743.0,10840.6,130409.63904809419,12677.0,11304.84,144482.8955244534,2024.0,11495.82,13235.891171767435
